LGA,State,Case,Year
Oke Ero,Kwara,0.0,2023.0
Oyun,Kwara,0.0,2023.0
Pategi,Kwara,0.0,2023.0
Agege,Lagos,0.0,2023.0
Amuwo Odofin,Lagos,0.0,2023.0
Badagry,Lagos,0.0,2023.0
Ibeju Lekki,Lagos,0.0,2023.0
Ifako/Ijaye,Lagos,0.0,2023.0
Ikeja,Lagos,0.0,2023.0
Akwanga,Nasarawa,0.0,2023.0
Awe,Nasarawa,0.0,2023.0
Doma,Nasarawa,0.0,2023.0
Karu,Nasarawa,0.0,2023.0
Keana,Nasarawa,0.0,2023.0
Keffi,Nasarawa,0.0,2023.0
Kokona,Nasarawa,0.0,2023.0
Lafia,Nasarawa,0.0,2023.0
Nasarawa,Nasarawa,0.0,2023.0
Nasarawa Egon,Nasarawa,0.0,2023.0
Obi,Nasarawa,0.0,2023.0
Toto,Nasarawa,0.0,2023.0
Wamba,Nasarawa,0.0,2023.0
Mokwa,Niger,62.0,2023.0
Agaie,Niger,0.0,2023.0
Agwara,Niger,0.0,2023.0
Bida,Niger,0.0,2023.0
Borgu,Niger,0.0,2023.0
Bosso,Niger,0.0,2023.0
Chanchaga,Niger,0.0,2023.0
Edati,Niger,0.0,2023.0
Gbako,Niger,0.0,2023.0
Gurara,Niger,0.0,2023.0
Katcha,Niger,0.0,2023.0
Kontagora,Niger,0.0,2023.0
Lapai,Niger,0.0,2023.0
Lavun,Niger,0.0,2023.0
Magama,Niger,0.0,2023.0
Mariga,Niger,0.0,2023.0
Mashegu,Niger,0.0,2023.0
Mokwa,Niger,0.0,2023.0
Munya,Niger,0.0,2023.0
Paikoro,Niger,0.0,2023.0
Rafi,Niger,0.0,2023.0
Rijau,Niger,0.0,2023.0
Shiroro,Niger,0.0,2023.0
Suleja,Niger,0.0,2023.0
Tafa,Niger,0.0,2023.0
Wushishi,Niger,0.0,2023.0
Ijebu North,Ogun,280.0,2023.0
Abeokuta North,Ogun,0.0,2023.0
Abeokuta South,Ogun,0.0,2023.0
Ado Odo/Ota,Ogun,0.0,2023.0
Ewekoro,Ogun,0.0,2023.0
Ifo,Ogun,0.0,2023.0
Ijebu East,Ogun,0.0,2023.0
Ijebu North,Ogun,0.0,2023.0
Ijebu North East,Ogun,0.0,2023.0
Ijebu Ode,Ogun,0.0,2023.0
Ikenne,Ogun,0.0,2023.0
Imeko Afon,Ogun,0.0,2023.0
Ipokia,Ogun,0.0,2023.0
Obafemi Owode,Ogun,0.0,2023.0
Odeda,Ogun,0.0,2023.0
Odogbolu,Ogun,0.0,2023.0
Ogun Waterside,Ogun,0.0,2023.0
Remo North,Ogun,0.0,2023.0
Shagamu,Ogun,0.0,2023.0
Yewa North,Ogun,0.0,2023.0
Yewa South,Ogun,0.0,2023.0
Akure North,Ondo,3.0,2023.0
Ose,Ondo,3.0,2023.0
Akoko North East,Ondo,0.0,2023.0
Akoko North West,Ondo,0.0,2023.0
Akoko South East,Ondo,0.0,2023.0
Akoko South West,Ondo,0.0,2023.0
Akure North,Ondo,0.0,2023.0
Akure South,Ondo,0.0,2023.0
Ese Odo,Ondo,0.0,2023.0
Idanre,Ondo,0.0,2023.0
Ifedore,Ondo,0.0,2023.0
Ilaje,Ondo,0.0,2023.0
Ile Oluji/Okeigbo,Ondo,0.0,2023.0
Irele,Ondo,0.0,2023.0
Odigbo,Ondo,0.0,2023.0
Ondo East,Ondo,0.0,2023.0
Ondo West,Ondo,0.0,2023.0
Ose,Ondo,0.0,2023.0
Owo,Ondo,0.0,2023.0
Atakunmosa East,Osun,0.0,2023.0
Atakunmosa West,Osun,0.0,2023.0
Ayedade,Osun,0.0,2023.0
Ayedire,Osun,0.0,2023.0
Boluwaduro,Osun,0.0,2023.0
Boripe,Osun,0.0,2023.0
Ede North,Osun,0.0,2023.0
Ede South,Osun,0.0,2023.0
Egbedore,Osun,0.0,2023.0
Ejigbo,Osun,0.0,2023.0
Ife Central,Osun,0.0,2023.0
Ife East,Osun,0.0,2023.0
Ife North,Osun,0.0,2023.0
Ife South,Osun,0.0,2023.0
Ifedayo,Osun,0.0,2023.0
Ifelodun,Osun,0.0,2023.0
Ila,Osun,0.0,2023.0
Ilesha East,Osun,0.0,2023.0
Ilesha West,Osun,0.0,2023.0
Irepodun,Osun,0.0,2023.0
Irewole,Osun,0.0,2023.0
Isokan,Osun,0.0,2023.0
Iwo,Osun,0.0,2023.0
Obokun,Osun,0.0,2023.0
Odo Otin,Osun,0.0,2023.0
Ola Oluwa,Osun,0.0,2023.0
Olorunda,Osun,0.0,2023.0
Oriade,Osun,0.0,2023.0
Orolu,Osun,0.0,2023.0
Osogbo,Osun,0.0,2023.0
Afijio,Oyo,0.0,2023.0
Akinyele,Oyo,0.0,2023.0
Atiba,Oyo,0.0,2023.0
Atisbo,Oyo,0.0,2023.0
Egbeda,Oyo,0.0,2023.0
Ibadan North,Oyo,0.0,2023.0
Ibadan North East,Oyo,0.0,2023.0
Ibadan North West,Oyo,0.0,2023.0
Ibadan South East,Oyo,0.0,2023.0
Ibadan South West,Oyo,0.0,2023.0
Ibarapa Central,Oyo,0.0,2023.0
Ibarapa East,Oyo,0.0,2023.0
Ibarapa North,Oyo,0.0,2023.0
Ido,Oyo,0.0,2023.0
Irepo,Oyo,0.0,2023.0
Iseyin,Oyo,0.0,2023.0
Itesiwaju,Oyo,0.0,2023.0
Iwajowa,Oyo,0.0,2023.0
Kajola,Oyo,0.0,2023.0
Lagelu,Oyo,0.0,2023.0
Ogbomosho North,Oyo,0.0,2023.0
Ogbomosho South,Oyo,0.0,2023.0
Ogo Oluwa,Oyo,0.0,2023.0
Olorunsogo,Oyo,0.0,2023.0
Oluyole,Oyo,0.0,2023.0
Ona Ara,Oyo,0.0,2023.0
Orelope,Oyo,0.0,2023.0
Ori Ire,Oyo,0.0,2023.0
Oyo East,Oyo,0.0,2023.0
Oyo West,Oyo,0.0,2023.0
Saki East,Oyo,0.0,2023.0
Saki West,Oyo,0.0,2023.0
Surulere,Oyo,0.0,2023.0
Barkin Ladi,Plateau,0.0,2023.0
Bassa,Plateau,0.0,2023.0
Bokkos,Plateau,0.0,2023.0
Jos East,Plateau,0.0,2023.0
Jos North,Plateau,0.0,2023.0
Jos South,Plateau,0.0,2023.0
Kanam,Plateau,0.0,2023.0
Kanke,Plateau,0.0,2023.0
Langtang North,Plateau,0.0,2023.0
Langtang South,Plateau,0.0,2023.0
Mangu,Plateau,0.0,2023.0
Mikang,Plateau,0.0,2023.0
Pankshin,Plateau,0.0,2023.0
Qua'An Pan,Plateau,0.0,2023.0
Riyom,Plateau,0.0,2023.0
Shendam,Plateau,0.0,2023.0
Wase,Plateau,0.0,2023.0
Abua/Odual,Rivers,0.0,2023.0
Ahoada East,Rivers,0.0,2023.0
Ahoada West,Rivers,0.0,2023.0
Akuku Toru,Rivers,0.0,2023.0
Asari-Toru,Rivers,0.0,2023.0
Bonny,Rivers,0.0,2023.0
Degema,Rivers,0.0,2023.0
Eleme,Rivers,0.0,2023.0
Emuoha,Rivers,0.0,2023.0
Etche,Rivers,0.0,2023.0
Gokana,Rivers,0.0,2023.0
Ikwerre,Rivers,0.0,2023.0
Khana,Rivers,0.0,2023.0
Obio/Akpor,Rivers,0.0,2023.0
Ogba/Egbema/Ndoni,Rivers,0.0,2023.0
Ogu Bolo,Rivers,0.0,2023.0
Okrika,Rivers,0.0,2023.0
Omumma,Rivers,0.0,2023.0
Opobo/Nkoro,Rivers,0.0,2023.0
Oyigbo,Rivers,0.0,2023.0
Port-Harcourt,Rivers,0.0,2023.0
Tai,Rivers,0.0,2023.0
Yabo,Sokoto,3.0,2023.0
Binji,Sokoto,0.0,2023.0
Bodinga,Sokoto,0.0,2023.0
Dange Shuni,Sokoto,0.0,2023.0
Gada,Sokoto,0.0,2023.0
Goronyo,Sokoto,0.0,2023.0
Gudu,Sokoto,0.0,2023.0
Gwadabawa,Sokoto,0.0,2023.0
Illela,Sokoto,0.0,2023.0
Isa,Sokoto,0.0,2023.0
Kebbe,Sokoto,0.0,2023.0
Kware,Sokoto,0.0,2023.0
Rabah,Sokoto,0.0,2023.0
Sabon Birni,Sokoto,0.0,2023.0
Shagari,Sokoto,0.0,2023.0
Silame,Sokoto,0.0,2023.0
Sokoto North,Sokoto,0.0,2023.0
Sokoto South,Sokoto,0.0,2023.0
Tambuwal,Sokoto,0.0,2023.0
Tangaza,Sokoto,0.0,2023.0
Tureta,Sokoto,0.0,2023.0
Wamakko,Sokoto,0.0,2023.0
Wurno,Sokoto,0.0,2023.0
Yabo,Sokoto,0.0,2023.0
Ardo-Kola,Taraba,0.0,2023.0
Bali,Taraba,0.0,2023.0
Donga,Taraba,0.0,2023.0
Gashaka,Taraba,0.0,2023.0
Gassol,Taraba,0.0,2023.0
Ibi,Taraba,0.0,2023.0
Jalingo,Taraba,0.0,2023.0
Karim Lamido,Taraba,0.0,2023.0
Kurmi,Taraba,0.0,2023.0
Lau,Taraba,0.0,2023.0
Sardauna,Taraba,0.0,2023.0
Takum,Taraba,0.0,2023.0
Ussa,Taraba,0.0,2023.0
Wukari,Taraba,0.0,2023.0
Yorro,Taraba,0.0,2023.0
Zing,Taraba,0.0,2023.0
Bade,Yobe,0.0,2023.0
Bursari,Yobe,0.0,2023.0
Damaturu,Yobe,0.0,2023.0
Fika,Yobe,0.0,2023.0
Fune,Yobe,0.0,2023.0
Geidam,Yobe,0.0,2023.0
Gujba,Yobe,0.0,2023.0
Gulani,Yobe,0.0,2023.0
Jakusko,Yobe,0.0,2023.0
Karasuwa,Yobe,0.0,2023.0
Machina,Yobe,0.0,2023.0
Nangere,Yobe,0.0,2023.0
Nguru,Yobe,0.0,2023.0
Potiskum,Yobe,0.0,2023.0
Tarmuwa,Yobe,0.0,2023.0
Yunusari,Yobe,0.0,2023.0
Yusufari,Yobe,0.0,2023.0
Anka,Zamfara,46.0,2023.0
Bakura,Zamfara,58.0,2023.0
Bungudu,Zamfara,192.0,2023.0
Gusau,Zamfara,371.0,2023.0
Maradun,Zamfara,53.0,2023.0
Talata Mafara,Zamfara,65.0,2023.0
Anka,Zamfara,0.0,2023.0
Bakura,Zamfara,0.0,2023.0
Birnin Magaji-Kiyaw,Zamfara,0.0,2023.0
Bukkuyum,Zamfara,0.0,2023.0
Bungudu,Zamfara,0.0,2023.0
Gummi,Zamfara,0.0,2023.0
Gusau,Zamfara,0.0,2023.0
Kaura Namoda,Zamfara,0.0,2023.0
Maradun,Zamfara,0.0,2023.0
Maru,Zamfara,0.0,2023.0
Shinkafi,Zamfara,0.0,2023.0
Tsafe,Zamfara,0.0,2023.0
Zurmi,Zamfara,0.0,2023.0
Aba North,Abia,0.0,2022.0
Aba South,Abia,0.0,2022.0
Arochukwu,Abia,0.0,2022.0
Bende,Abia,0.0,2022.0
Ikwuano,Abia,0.0,2022.0
Isiala-Ngwa North,Abia,0.0,2022.0
Isiala-Ngwa South,Abia,0.0,2022.0
Isuikwuato,Abia,0.0,2022.0
Obi Nwga,Abia,0.0,2022.0
Ohafia,Abia,0.0,2022.0
Osisioma Ngwa,Abia,0.0,2022.0
Ugwunagbo,Abia,0.0,2022.0
Ukwa East,Abia,0.0,2022.0
Ukwa West,Abia,0.0,2022.0
Umu-Nneochi,Abia,0.0,2022.0
Umuahia South,Abia,0.0,2022.0
Girei,Adamawa,7.0,2022.0
Yola North,Adamawa,24.0,2022.0
Demsa,Adamawa,0.0,2022.0
Fufore,Adamawa,0.0,2022.0
Ganye,Adamawa,0.0,2022.0
Girei,Adamawa,0.0,2022.0
Gombi,Adamawa,0.0,2022.0
Guyuk,Adamawa,0.0,2022.0
Hong,Adamawa,0.0,2022.0
Jada,Adamawa,0.0,2022.0
Lamurde,Adamawa,0.0,2022.0
Madagali,Adamawa,0.0,2022.0
Maiha,Adamawa,0.0,2022.0
Mayo-Belwa,Adamawa,0.0,2022.0
Michika,Adamawa,0.0,2022.0
Mubi North,Adamawa,0.0,2022.0
Mubi South,Adamawa,0.0,2022.0
Numan,Adamawa,0.0,2022.0
Shelleng,Adamawa,0.0,2022.0
Song,Adamawa,0.0,2022.0
Toungo,Adamawa,0.0,2022.0
Yola North,Adamawa,0.0,2022.0
Yola South,Adamawa,0.0,2022.0
Abak,Akwa Ibom,0.0,2022.0
Eastern Obolo,Akwa Ibom,0.0,2022.0
Eket,Akwa Ibom,0.0,2022.0
Esit Eket,Akwa Ibom,0.0,2022.0
Essien Udim,Akwa Ibom,0.0,2022.0
Etim Ekpo,Akwa Ibom,0.0,2022.0
Etinan,Akwa Ibom,0.0,2022.0
Ibeno,Akwa Ibom,0.0,2022.0
Ibesikpo Asutan,Akwa Ibom,0.0,2022.0
Ibiono Ibom,Akwa Ibom,0.0,2022.0
Ika,Akwa Ibom,0.0,2022.0
Ikono,Akwa Ibom,0.0,2022.0
Ikot Abasi,Akwa Ibom,0.0,2022.0
Ikot Ekpene,Akwa Ibom,0.0,2022.0
Ini,Akwa Ibom,0.0,2022.0
Itu,Akwa Ibom,0.0,2022.0
Mbo,Akwa Ibom,0.0,2022.0
Mkpat Enin,Akwa Ibom,0.0,2022.0
Nsit Atai,Akwa Ibom,0.0,2022.0
Nsit Ibom,Akwa Ibom,0.0,2022.0
Nsit Ubium,Akwa Ibom,0.0,2022.0
Obot Akara,Akwa Ibom,0.0,2022.0
Okobo,Akwa Ibom,0.0,2022.0
Onna,Akwa Ibom,0.0,2022.0
Oron,Akwa Ibom,0.0,2022.0
Oruk Anam,Akwa Ibom,0.0,2022.0
Udung Uko,Akwa Ibom,0.0,2022.0
Ukanafun,Akwa Ibom,0.0,2022.0
Uruan,Akwa Ibom,0.0,2022.0
Urue Offong/Oruko,Akwa Ibom,0.0,2022.0
Uyo,Akwa Ibom,0.0,2022.0
Aguata,Anambra,0.0,2022.0
Anambra East,Anambra,0.0,2022.0
Anambra West,Anambra,0.0,2022.0
Anaocha,Anambra,0.0,2022.0
Awka North,Anambra,0.0,2022.0
Awka South,Anambra,0.0,2022.0
Ayamelum,Anambra,0.0,2022.0
Dunukofia,Anambra,0.0,2022.0
Ekwusigo,Anambra,0.0,2022.0
Idemili North,Anambra,0.0,2022.0
Idemili South,Anambra,0.0,2022.0
Ihiala,Anambra,0.0,2022.0
Njikoka,Anambra,0.0,2022.0
Nnewi North,Anambra,0.0,2022.0
Nnewi South,Anambra,0.0,2022.0
Ogbaru,Anambra,0.0,2022.0
Onitsha North,Anambra,0.0,2022.0
Onitsha South,Anambra,0.0,2022.0
Orumba North,Anambra,0.0,2022.0
Orumba South,Anambra,0.0,2022.0
Oyi,Anambra,0.0,2022.0
Alkaleri,Bauchi,395.0,2022.0
Alkaleri,Bauchi,0.0,2022.0
Bauchi,Bauchi,0.0,2022.0
Bogoro,Bauchi,0.0,2022.0
Dambam,Bauchi,0.0,2022.0
Darazo,Bauchi,0.0,2022.0
Dass,Bauchi,0.0,2022.0
Gamawa,Bauchi,0.0,2022.0
Ganjuwa,Bauchi,0.0,2022.0
Giade,Bauchi,0.0,2022.0
Itas/Gadau,Bauchi,0.0,2022.0
Jama'Are,Bauchi,0.0,2022.0
Katagum,Bauchi,0.0,2022.0
Kirfi,Bauchi,0.0,2022.0
Misau,Bauchi,0.0,2022.0
Ningi,Bauchi,0.0,2022.0
Shira,Bauchi,0.0,2022.0
Tafawa-Balewa,Bauchi,0.0,2022.0
Toro,Bauchi,0.0,2022.0
Warji,Bauchi,0.0,2022.0
Zaki,Bauchi,0.0,2022.0
Ogbia,Bayelsa,16.0,2022.0
Southern Ijaw,Bayelsa,42.0,2022.0
Brass,Bayelsa,0.0,2022.0
Kolokuma/Opokuma,Bayelsa,0.0,2022.0
Ogbia,Bayelsa,0.0,2022.0
Sagbama,Bayelsa,0.0,2022.0
Guma,Benue,70.0,2022.0
Ado,Benue,0.0,2022.0
Agatu,Benue,0.0,2022.0
Apa,Benue,0.0,2022.0
Buruku,Benue,0.0,2022.0
Gboko,Benue,0.0,2022.0
Guma,Benue,0.0,2022.0
Gwer East,Benue,0.0,2022.0
Gwer West,Benue,0.0,2022.0
Katsina-Ala,Benue,0.0,2022.0
Konshisha,Benue,0.0,2022.0
Kwande,Benue,0.0,2022.0
Logo,Benue,0.0,2022.0
Makurdi,Benue,0.0,2022.0
Obi,Benue,0.0,2022.0
Ogbadibo,Benue,0.0,2022.0
Ohimini,Benue,0.0,2022.0
Oju,Benue,0.0,2022.0
Okpokwu,Benue,0.0,2022.0
Oturkpo,Benue,0.0,2022.0
Tarka,Benue,0.0,2022.0
Ukum,Benue,0.0,2022.0
Ushongo,Benue,0.0,2022.0
Vandeikya,Benue,0.0,2022.0
Bama,Borno,738.0,2022.0
Bayo,Borno,527.0,2022.0
Dikwa,Borno,1210.0,2022.0
Jere,Borno,5061.0,2022.0
Konduga,Borno,1549.0,2022.0
Mafa,Borno,30.0,2022.0
Maiduguri,Borno,844.0,2022.0
Maiduguri,Borno,29.0,2022.0
Ngala,Borno,1074.0,2022.0
Ngala,Borno,7.0,2022.0
Abadam,Borno,0.0,2022.0
Askira Uba,Borno,0.0,2022.0
Bama,Borno,0.0,2022.0
Bayo,Borno,0.0,2022.0
Biu,Borno,0.0,2022.0
Chibok,Borno,0.0,2022.0
Damboa,Borno,0.0,2022.0
Dikwa,Borno,0.0,2022.0
Gubio,Borno,0.0,2022.0
Guzamala,Borno,0.0,2022.0
Gwoza,Borno,0.0,2022.0
Hawul,Borno,0.0,2022.0
Jere,Borno,0.0,2022.0
Kaga,Borno,0.0,2022.0
Kala Balge,Borno,0.0,2022.0
Konduga,Borno,0.0,2022.0
Kukawa,Borno,0.0,2022.0
Kwaya Kusar,Borno,0.0,2022.0
Mafa,Borno,0.0,2022.0
Magumeri,Borno,0.0,2022.0
Maiduguri,Borno,0.0,2022.0
Marte,Borno,0.0,2022.0
Mobbar,Borno,0.0,2022.0
Monguno,Borno,0.0,2022.0
Ngala,Borno,0.0,2022.0
Nganzai,Borno,0.0,2022.0
Shani,Borno,0.0,2022.0
Calabar Municipal,Cross River,105.0,2022.0
Ikom,Cross River,144.0,2022.0
Obanliku,Cross River,64.0,2022.0
Odukpani,Cross River,77.0,2022.0
Ogoja,Cross River,197.0,2022.0
Akpabuyo,Cross River,0.0,2022.0
Bakassi,Cross River,0.0,2022.0
Bekwarra,Cross River,0.0,2022.0
Boki,Cross River,0.0,2022.0
Calabar South,Cross River,0.0,2022.0
Obanliku,Cross River,0.0,2022.0
Obudu,Cross River,0.0,2022.0
Odukpani,Cross River,0.0,2022.0
Ogoja,Cross River,0.0,2022.0
Yakurr,Cross River,0.0,2022.0
Yala,Cross River,0.0,2022.0
Aniocha North,Delta,0.0,2022.0
Aniocha South,Delta,0.0,2022.0
Bomadi,Delta,0.0,2022.0
Burutu,Delta,0.0,2022.0
Ethiope East,Delta,0.0,2022.0
Ethiope West,Delta,0.0,2022.0
Ika North East,Delta,0.0,2022.0
Ika South,Delta,0.0,2022.0
Isoko North,Delta,0.0,2022.0
Isoko South,Delta,0.0,2022.0
Ndokwa East,Delta,0.0,2022.0
Ndokwa West,Delta,0.0,2022.0
Okpe,Delta,0.0,2022.0
Oshimili North,Delta,0.0,2022.0
Oshimili South,Delta,0.0,2022.0
Patani,Delta,0.0,2022.0
Sapele,Delta,0.0,2022.0
Udu,Delta,0.0,2022.0
Ughelli North,Delta,0.0,2022.0
Ughelli South,Delta,0.0,2022.0
Ukwuani,Delta,0.0,2022.0
Uvwie,Delta,0.0,2022.0
Warri North,Delta,0.0,2022.0
Warri South,Delta,0.0,2022.0
Warri South-West,Delta,0.0,2022.0
Abakaliki,Ebonyi,0.0,2022.0
Afikpo South,Ebonyi,0.0,2022.0
Ebonyi,Ebonyi,0.0,2022.0
Ezza North,Ebonyi,0.0,2022.0
Ezza South,Ebonyi,0.0,2022.0
Ivo,Ebonyi,0.0,2022.0
Izzi,Ebonyi,0.0,2022.0
Ohaozara,Ebonyi,0.0,2022.0
Ohaukwu,Ebonyi,0.0,2022.0
Akoko-Edo,Edo,0.0,2022.0
Egor,Edo,0.0,2022.0
Esan Central,Edo,0.0,2022.0
Esan North-East,Edo,0.0,2022.0
Esan South-East,Edo,0.0,2022.0
Esan West,Edo,0.0,2022.0
Etsako Central,Edo,0.0,2022.0
Etsako East,Edo,0.0,2022.0
Etsako West,Edo,0.0,2022.0
Iguegben,Edo,0.0,2022.0
Ikpoba-Okha,Edo,0.0,2022.0
Oredo,Edo,0.0,2022.0
Orhionmwon,Edo,0.0,2022.0
Ovia North-East,Edo,0.0,2022.0
Ovia South-West,Edo,0.0,2022.0
Owan East,Edo,0.0,2022.0
Owan West,Edo,0.0,2022.0
Uhunmwonde,Edo,0.0,2022.0
Ado-Ekiti,Ekiti,0.0,2022.0
Efon,Ekiti,0.0,2022.0
Ekiti East,Ekiti,0.0,2022.0
Ekiti South-West,Ekiti,0.0,2022.0
Ekiti West,Ekiti,0.0,2022.0
Emure,Ekiti,0.0,2022.0
Gbonyin,Ekiti,0.0,2022.0
Ido-Osi,Ekiti,0.0,2022.0
Ijero,Ekiti,0.0,2022.0
Ikere,Ekiti,0.0,2022.0
Ikole,Ekiti,0.0,2022.0
Ilejemeje,Ekiti,0.0,2022.0
Irepodun/Ifelodun,Ekiti,0.0,2022.0
Ise/Orun,Ekiti,0.0,2022.0
Moba,Ekiti,0.0,2022.0
Oye,Ekiti,0.0,2022.0
Aninri,Enugu,0.0,2022.0
Awgu,Enugu,0.0,2022.0
Enugu East,Enugu,0.0,2022.0
Enugu North,Enugu,0.0,2022.0
Enugu South,Enugu,0.0,2022.0
Ezeagu,Enugu,0.0,2022.0
Igbo-Etiti,Enugu,0.0,2022.0
Igbo-Eze-South,Enugu,0.0,2022.0
Igbo-Eze North,Enugu,0.0,2022.0
Isi-Uzo,Enugu,0.0,2022.0
Nkanu East,Enugu,0.0,2022.0
Nkanu West,Enugu,0.0,2022.0
Nsukka,Enugu,0.0,2022.0
Oji-River,Enugu,0.0,2022.0
Udenu,Enugu,0.0,2022.0
Udi,Enugu,0.0,2022.0
Uzo-Uwani,Enugu,0.0,2022.0
Abaji,Fct,0.0,2022.0
Bwari,Fct,0.0,2022.0
Gwagwalada,Fct,0.0,2022.0
Kuje,Fct,0.0,2022.0
Kwali,Fct,0.0,2022.0
Municipal Area Council,Fct,0.0,2022.0
Gombe,Gombe,295.0,2022.0
Yamaltu/Deba,Gombe,479.0,2022.0
Akko,Gombe,0.0,2022.0
Balanga,Gombe,0.0,2022.0
Billiri,Gombe,0.0,2022.0
Dukku,Gombe,0.0,2022.0
Funakaye,Gombe,0.0,2022.0
Gombe,Gombe,0.0,2022.0
Kaltungo,Gombe,0.0,2022.0
Kwami,Gombe,0.0,2022.0
Nafada,Gombe,0.0,2022.0
Shomgom,Gombe,0.0,2022.0
Yamaltu/Deba,Gombe,0.0,2022.0
Aboh-Mbaise,Imo,0.0,2022.0
Ahiazu-Mbaise,Imo,0.0,2022.0
Ehime-Mbano,Imo,0.0,2022.0
Ezinihitte,Imo,0.0,2022.0
Ideato North,Imo,0.0,2022.0
Ideato South,Imo,0.0,2022.0
Ihitte/Uboma,Imo,0.0,2022.0
Ikeduru,Imo,0.0,2022.0
Isiala Mbano,Imo,0.0,2022.0
Isu,Imo,0.0,2022.0
Mbatoli,Imo,0.0,2022.0
Ngor-Okpala,Imo,0.0,2022.0
Njaba,Imo,0.0,2022.0
Nkwerre,Imo,0.0,2022.0
Nwangele,Imo,0.0,2022.0
Obowo,Imo,0.0,2022.0
Oguta,Imo,0.0,2022.0
Ohaji/Egbema,Imo,0.0,2022.0
Okigwe,Imo,0.0,2022.0
Onuimo,Imo,0.0,2022.0
Orlu,Imo,0.0,2022.0
Orsu,Imo,0.0,2022.0
Oru East,Imo,0.0,2022.0
Oru West,Imo,0.0,2022.0
Owerri Municipal,Imo,0.0,2022.0
Owerri North,Imo,0.0,2022.0
Owerri West,Imo,0.0,2022.0
Sule Tankarkar,Jigawa,75.0,2022.0
Auyo,Jigawa,0.0,2022.0
Babura,Jigawa,0.0,2022.0
Biriniwa,Jigawa,0.0,2022.0
Birnin Kudu,Jigawa,0.0,2022.0
Buji,Jigawa,0.0,2022.0
Dutse,Jigawa,0.0,2022.0
Gagarawa,Jigawa,0.0,2022.0
Garki,Jigawa,0.0,2022.0
Gumel,Jigawa,0.0,2022.0
Guri,Jigawa,0.0,2022.0
Gwaram,Jigawa,0.0,2022.0
Gwiwa,Jigawa,0.0,2022.0
Hadejia,Jigawa,0.0,2022.0
Jahun,Jigawa,0.0,2022.0
Kafin Hausa,Jigawa,0.0,2022.0
Kaugama,Jigawa,0.0,2022.0
Kazaure,Jigawa,0.0,2022.0
Kiri Kasama,Jigawa,0.0,2022.0
Kiyawa,Jigawa,0.0,2022.0
Maigatari,Jigawa,0.0,2022.0
Malam Madori,Jigawa,0.0,2022.0
Miga,Jigawa,0.0,2022.0
Ringim,Jigawa,0.0,2022.0
Roni,Jigawa,0.0,2022.0
Sule Tankarkar,Jigawa,0.0,2022.0
Taura,Jigawa,0.0,2022.0
Yankwashi,Jigawa,0.0,2022.0
Birnin Gwari,Kaduna,0.0,2022.0
Chikun,Kaduna,0.0,2022.0
Giwa,Kaduna,0.0,2022.0
Igabi,Kaduna,0.0,2022.0
Ikara,Kaduna,0.0,2022.0
Jaba,Kaduna,0.0,2022.0
Jema'A,Kaduna,0.0,2022.0
Kachia,Kaduna,0.0,2022.0
Kaduna North,Kaduna,0.0,2022.0
Kaduna South,Kaduna,0.0,2022.0
Kagarko,Kaduna,0.0,2022.0
Kajuru,Kaduna,0.0,2022.0
Kaura,Kaduna,0.0,2022.0
Kauru,Kaduna,0.0,2022.0
Kubau,Kaduna,0.0,2022.0
Kudan,Kaduna,0.0,2022.0
Lere,Kaduna,0.0,2022.0
Makarfi,Kaduna,0.0,2022.0
Sabon Gari,Kaduna,0.0,2022.0
Sanga,Kaduna,0.0,2022.0
Soba,Kaduna,0.0,2022.0
Zangon Kataf,Kaduna,0.0,2022.0
Zaria,Kaduna,0.0,2022.0
Gwarzo,Kano,145.0,2022.0
Ajingi,Kano,0.0,2022.0
Albasu,Kano,0.0,2022.0
Bagwai,Kano,0.0,2022.0
Bebeji,Kano,0.0,2022.0
Bichi,Kano,0.0,2022.0
Bunkure,Kano,0.0,2022.0
Dala,Kano,0.0,2022.0
Dambatta,Kano,0.0,2022.0
Dawakin Kudu,Kano,0.0,2022.0
Dawakin Tofa,Kano,0.0,2022.0
Doguwa,Kano,0.0,2022.0
Fagge,Kano,0.0,2022.0
Gabasawa,Kano,0.0,2022.0
Garko,Kano,0.0,2022.0
Garun Malam,Kano,0.0,2022.0
Gaya,Kano,0.0,2022.0
Gezawa,Kano,0.0,2022.0
Gwale,Kano,0.0,2022.0
Gwarzo,Kano,0.0,2022.0
Kabo,Kano,0.0,2022.0
Kano Municipal,Kano,0.0,2022.0
Karaye,Kano,0.0,2022.0
Kibiya,Kano,0.0,2022.0
Kiru,Kano,0.0,2022.0
Kumbotso,Kano,0.0,2022.0
Kunchi,Kano,0.0,2022.0
Kura,Kano,0.0,2022.0
Madobi,Kano,0.0,2022.0
Makoda,Kano,0.0,2022.0
Minjibir,Kano,0.0,2022.0
Nassarawa,Kano,0.0,2022.0
Rano,Kano,0.0,2022.0
Rimin Gado,Kano,0.0,2022.0
Rogo,Kano,0.0,2022.0
Shanono,Kano,0.0,2022.0
Sumaila,Kano,0.0,2022.0
Takai,Kano,0.0,2022.0
Tarauni,Kano,0.0,2022.0
Tofa,Kano,0.0,2022.0
Tsanyawa,Kano,0.0,2022.0
Tudun Wada,Kano,0.0,2022.0
Ungogo,Kano,0.0,2022.0
Warawa,Kano,0.0,2022.0
Wudil,Kano,0.0,2022.0
Katsina,Katsina,78.0,2022.0
